idx_NUTS3,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PT187,47,47,50,50,48,48,50,47,47,45,47,46,46,46,50,48,45,50,46,47,47,48,49,46,46,47,48,50,45,45,49,48,48,48,47,47
PT200,48,50,48,48,49,46,46,46,46,48,46,46,50,49,47,47,46,49,47,48,45,48,47,46,49,49,47,47,45,50,45,48,47,46,50,47
PT300,47,48,49,46,49,47,47,48,50,48,47,46,45,48,49,49,48,50,47,46,47,48,46,46,50,45,48,48,46,50,48,50,49,46,47,50
PTZZZ,50,49,46,49,49,47,49,49,45,47,49,45,48,48,46,50,48,49,46,47,47,46,50,45,48,50,48,48,49,46,47,47,50,46,45,48
RO111,46,45,46,49,49,48,46,47,47,47,49,45,48,49,48,48,49,49,45,45,50,48,48,46,46,47,46,45,49,49,45,45,47,46,46,48
RO112,45,46,49,50,46,46,45,48,46,46,48,47,46,46,48,45,50,50,47,48,49,45,45,48,47,47,50,50,45,46,46,46,46,49,45,50
RO113,46,45,47,47,49,49,49,46,48,48,45,50,48,47,49,46,50,47,45,46,50,49,47,46,47,47,47,45,49,50,47,49,49,50,48,46
RO114,46,48,47,50,46,50,46,50,46,49,50,46,50,47,50,48,50,50,49,48,49,48,50,48,48,47,50,46,46,47,47,50,46,48,45,48
RO115,48,47,45,46,45,46,49,50,50,50,46,48,49,45,45,45,45,50,47,45,45,45,49,49,48,50,50,47,45,47,50,46,46,49,48,50
RO116,47,48,45,48,46,45,50,48,49,49,45,49,49,49,48,47,46,47,50,50,47,47,50,49,45,47,50,47,46,47,49,48,49,45,48,46
RO121,50,50,50,50,47,45,47,47,50,47,46,46,47,46,50,46,48,46,47,47,47,50,46,48,46,45,50,45,46,45,48,49,46,47,46,45
RO122,49,47,46,48,48,50,48,45,47,48,50,48,46,47,50,48,45,46,49,45,50,50,46,48,46,50,46,50,49,47,50,48,45,48,47,46
RO123,49,47,46,45,50,48,45,48,45,46,49,45,47,45,49,49,48,49,47,50,48,46,47,49,49,47,48,46,50,47,49,48,47,45,47,48
RO124,50,48,49,47,48,45,49,47,49,47,48,45,46,50,47,46,45,48,48,45,46,45,47,47,47,48,50,45,49,47,47,48,50,45,50,50
RO125,47,45,49,45,47,50,46,45,48,46,46,46,46,50,49,45,46,48,47,48,50,48,48,45,47,49,48,47,50,45,47,47,47,50,48,47
RO126,50,45,46,46,46,46,46,49,45,46,47,45,45,50,47,48,46,48,50,48,47,49,50,45,50,50,49,47,50,49,46,47,45,50,49,48
RO211,47,45,49,50,46,49,50,48,46,46,45,49,48,45,48,47,48,50,46,46,49,47,49,50,48,47,47,47,45,47,47,45,47,47,45,46
RO212,50,47,47,45,50,45,47,45,47,46,45,50,45,50,49,50,48,48,48,50,48,47,48,46,48,49,50,46,46,49,47,48,50,48,50,48
RO213,47,49,49,47,45,47,48,48,46,49,47,46,46,50,46,46,46,50,46,50,48,48,46,46,49,45,48,45,47,50,45,49,47,49,47,45
RO214,50,46,45,45,50,45,48,46,49,45,48,49,45,45,46,47,46,45,45,46,48,50,49,48,48,48,48,47,49,48,48,50,46,45,50,48
RO215,45,48,47,50,50,45,47,48,50,46,45,49,49,50,45,45,46,47,47,49,50,50,50,47,48,45,48,49,48,46,49,47,45,46,49,46
RO216,46,49,49,50,48,49,49,45,47,49,46,48,49,50,46,47,45,47,50,48,49,48,45,49,48,48,45,48,49,47,46,48,49,49,48,49
RO221,45,50,50,46,45,48,47,47,45,46,47,47,45,49,46,48,50,49,46,49,50,49,45,47,46,49,46,48,50,49,46,48,48,49,47,45
RO222,47,45,47,46,49,45,46,45,48,49,45,45,48,50,45,49,49,46,48,46,50,47,50,46,50,50,47,45,45,48,48,48,46,45,45,45
RO223,48,47,48,46,45,45,50,47,48,49,45,50,49,48,50,46,50,47,49,47,46,50,50,49,46,45,50,49,50,49,46,50,48,46,46,45
RO224,49,47,47,48,48,50,48,47,48,47,46,48,47,47,50,47,48,50,46,45,48,46,50,48,46,48,45,45,47,45,46,45,49,48,47,45
RO225,46,46,46,48,50,50,46,47,50,45,45,46,48,47,45,49,48,46,49,48,49,49,50,45,49,46,47,47,49,47,50,49,45,46,47,47
RO226,45,46,48,45,48,47,46,49,49,48,49,48,50,50,46,45,47,50,49,46,50,48,50,50,46,46,45,48,45,46,50,48,50,47,47,47
RO311,49,49,48,49,50,48,46,49,48,49,48,45,45,49,49,48,47,46,49,50,45,49,50,48,49,47,47,45,50,47,48,48,47,47,50,46
RO312,49,47,45,46,47,45,50,49,49,50,49,49,49,47,50,50,46,46,48,49,46,48,48,45,46,50,49,50,48,47,49,48,46,48,45,48
RO313,48,48,45,46,46,50,48,45,48,46,47,47,46,48,47,50,46,50,46,47,45,50,49,48,48,48,49,49,48,50,50,46,46,45,48,46
RO314,50,45,49,50,46,48,50,50,50,48,47,46,45,46,48,50,46,50,50,45,50,49,47,50,48,48,45,46,47,50,49,49,50,46,50,49
RO315,48,47,48,45,47,48,46,46,49,46,49,45,47,46,49,50,46,45,47,50,50,46,45,48,49,49,50,50,47,46,47,46,47,48,46,45
RO316,47,48,47,47,46,47,48,48,46,45,47,50,47,47,48,47,45,48,48,50,50,45,45,47,49,49,48,49,45,48,47,50,50,50,46,48
RO317,50,49,45,47,45,50,49,45,49,45,50,47,50,50,46,47,49,46,50,46,48,46,49,45,45,49,46,50,50,45,49,45,45,49,46,47
RO321,48,49,45,49,47,47,46,47,45,49,46,49,47,48,45,45,45,46,49,48,46,46,46,50,49,47,47,46,46,46,47,50,48,47,48,50
RO322,46,49,47,47,49,46,48,47,47,50,46,48,47,49,46,45,48,48,46,49,50,48,46,45,46,47,48,47,46,46,48,46,49,47,47,48
RO411,46,48,45,45,50,50,48,46,47,45,45,46,48,49,46,48,48,49,45,45,48,49,49,46,50,47,45,47,47,45,48,46,49,45,46,50
RO412,50,46,47,48,47,46,49,47,45,50,50,49,48,50,46,48,47,46,45,49,46,46,45,50,45,49,49,49,46,47,49,50,47,45,50,46
RO413,49,48,45,50,45,48,45,45,50,47,48,50,48,50,48,49,47,49,50,48,48,45,50,45,50,45,48,48,46,48,47,46,48,49,46,46
RO414,45,50,48,45,45,49,46,47,49,48,47,49,50,47,47,45,45,50,48,46,46,47,49,48,48,46,48,50,47,50,47,50,45,49,50,46
RO415,50,50,48,45,46,50,47,49,48,46,46,46,49,49,45,49,45,45,50,49,46,50,50,48,48,46,49,47,50,45,46,47,50,45,49,48
RO421,48,50,48,50,48,50,48,49,48,49,45,46,49,48,45,49,45,49,49,45,45,50,49,45,47,46,46,47,47,50,49,49,46,48,48,48
RO422,49,45,46,49,48,45,48,45,50,48,49,45,46,46,48,49,49,50,46,45,49,45,50,47,49,46,46,49,49,50,46,45,49,50,50,50
RO423,49,50,49,45,49,46,46,48,49,50,49,47,50,48,49,47,48,45,46,46,45,50,48,50,49,45,49,45,47,48,48,45,50,46,45,48
RO424,48,49,47,50,45,49,48,48,46,47,47,47,45,49,49,48,49,46,45,50,50,50,50,48,45,48,45,48,50,49,47,45,48,48,46,45
ROZZZ,45,49,49,48,47,47,48,45,48,47,50,49,48,47,50,50,45,49,45,47,49,48,46,49,48,46,50,50,50,46,46,48,45,50,45,47
SI031,45,45,45,49,46,46,50,46,49,46,45,48,48,48,47,48,46,49,48,45,45,47,49,45,45,49,45,47,50,46,50,50,48,50,47,50
SI032,50,48,45,48,45,46,50,47,48,48,48,45,49,46,48,48,46,48,46,46,45,48,46,49,48,45,49,45,45,48,48,45,45,45,45,48
SI033,48,48,45,45,50,48,47,46,45,45,46,45,46,50,45,47,49,46,47,45,50,45,46,45,45,46,47,45,45,48,48,46,50,50,45,46
SI034,47,47,49,48,48,45,50,47,50,50,50,48,46,45,47,50,50,50,45,50,50,50,48,47,47,46,45,46,48,50,49,47,50,45,45,45
SI035,47,49,45,48,47,47,49,47,48,46,45,47,49,50,48,49,49,50,45,45,50,48,45,46,48,49,45,48,50,45,48,47,45,50,49,46
SI036,47,47,50,49,49,47,46,49,45,45,50,49,50,46,48,47,46,47,48,46,45,48,47,50,46,47,46,48,45,48,46,46,47,49,47,49
SI037,48,48,50,48,50,45,50,46,49,45,49,46,49,46,48,45,48,47,47,45,45,49,47,47,45,46,47,45,47,47,50,49,49,47,45,50
SI038,49,45,49,45,48,45,48,49,47,49,47,47,49,48,45,48,46,48,46,49,47,45,50,45,45,45,45,47,47,50,47,46,45,45,50,46
SI041,47,46,49,46,45,46,45,49,49,48,48,47,47,47,45,50,46,50,48,45,50,48,47,45,49,49,45,49,48,50,49,48,45,48,45,48
SI042,45,48,48,46,48,47,48,49,48,46,46,49,45,49,47,45,48,49,50,45,50,46,45,46,50,46,49,46,48,46,47,49,50,48,46,46
SI043,48,48,45,46,48,49,47,50,49,49,45,49,48,50,47,47,47,50,48,50,47,48,49,47,46,48,48,48,45,47,48,47,46,47,47,49
SI044,48,49,46,45,49,50,49,50,46,49,45,49,49,48,48,45,45,48,46,48,50,50,50,45,50,46,47,47,48,49,50,46,50,49,48,45
SIZZZ,50,48,48,46,47,45,50,47,49,48,46,50,47,50,48,47,48,49,45,48,46,48,50,48,47,46,47,49,45,47,46,48,45,46,48,48
SK010,50,45,47,48,50,47,50,46,46,46,48,50,45,45,49,48,48,45,49,50,48,47,47,46,49,50,49,47,49,49,48,47,46,47,45,47
SK021,50,48,46,50,46,47,46,47,45,49,48,48,48,46,48,50,45,48,48,49,50,48,48,47,48,48,49,49,46,48,46,45,48,45,48,45
SK022,49,45,47,46,47,48,49,45,50,45,45,49,50,48,47,49,45,45,45,46,50,46,45,45,50,49,46,48,45,49,46,49,48,50,45,47
SK023,45,47,48,49,47,46,47,50,49,48,47,47,48,47,45,50,48,48,45,47,50,48,46,48,46,45,50,49,46,50,49,49,46,48,48,47
SK031,49,47,48,49,48,48,50,45,49,46,50,46,50,50,46,50,47,47,50,48,50,46,50,48,50,47,47,48,47,47,46,45,45,47,45,49
SK032,49,47,45,48,46,50,49,45,47,46,45,47,46,47,48,45,45,49,46,45,47,48,45,50,45,46,47,50,50,45,49,47,45,46,48,45
SK041,47,46,50,47,47,49,45,50,45,46,45,49,45,47,49,49,47,50,47,50,48,46,50,49,50,45,45,47,50,48,45,49,49,47,49,46
SK042,47,50,50,47,50,48,49,47,45,46,45,50,45,47,47,46,48,45,46,45,49,45,45,49,48,49,46,50,48,49,46,50,47,47,50,45
SKZZZ,47,46,50,48,45,48,47,49,46,46,48,49,45,46,46,45,46,45,49,46,50,47,49,49,49,46,45,46,45,50,48,50,49,47,46,48
FI193,50,48,45,48,47,49,46,45,48,48,47,45,45,49,50,47,50,45,50,48,45,49,46,49,46,47,49,47,48,47,50,45,45,50,49,48
FI194,47,50,45,45,48,46,46,48,45,46,46,49,49,48,47,50,50,45,46,47,46,46,49,50,50,45,50,50,48,49,47,48,48,49,46,48
FI195,47,48,50,49,49,45,50,49,49,47,45,46,45,48,49,50,49,48,50,48,46,45,46,48,50,50,47,47,47,50,46,45,46,45,49,45
FI196,49,48,49,45,49,50,48,47,46,45,47,48,49,50,50,45,45,50,50,47,46,50,47,49,48,50,48,46,49,45,50,47,50,48,46,47
FI197,46,48,49,45,47,50,50,48,45,46,49,46,49,47,45,45,45,50,47,47,45,48,47,49,48,50,47,45,49,49,50,46,47,48,45,50
FI1B1,49,49,45,45,48,50,50,46,47,50,45,45,46,47,47,50,45,46,45,49,46,49,47,47,45,50,47,48,49,50,46,45,50,50,50,50
FI1C1,46,50,48,47,50,49,45,47,46,46,48,46,47,45,46,48,46,48,50,45,49,50,47,49,49,48,49,45,50,47,49,49,49,46,50,49
FI1C2,46,47,46,45,48,47,46,48,47,46,47,45,50,46,45,48,49,49,47,47,47,47,49,45,47,48,50,49,47,47,47,50,46,48,46,48
FI1C3,46,45,49,50,47,46,48,45,50,46,49,47,50,47,48,48,49,49,46,48,46,50,49,49,45,46,45,47,49,45,49,46,48,45,47,47
FI1C4,49,46,50,45,49,49,48,48,50,50,47,48,49,49,46,45,48,47,46,45,50,48,46,50,49,46,45,49,46,49,47,48,50,49,45,50
FI1C5,45,47,45,45,45,48,47,45,46,48,45,46,46,45,45,50,45,50,46,47,45,50,45,47,50,47,46,45,50,48,48,49,50,46,47,50
FI1D1,48,49,48,48,46,48,50,50,47,50,45,49,47,50,48,45,46,46,46,47,49,50,48,47,47,49,50,49,47,49,50,49,48,45,47,45
FI1D2,46,46,50,49,47,49,50,47,49,49,45,47,50,46,50,48,46,48,45,49,45,48,46,50,47,50,47,47,50,49,47,45,46,49,49,48
FI1D3,45,50,49,49,50,47,45,50,47,46,46,46,46,47,49,50,45,46,46,50,46,48,49,50,45,49,46,46,50,45,45,45,50,45,50,46
FI1D4,46,46,46,47,46,49,48,45,49,47,49,50,49,49,48,45,45,50,46,49,49,48,47,48,46,49,46,50,47,48,50,48,49,45,50,48
FI1D5,48,46,50,48,46,46,47,48,45,45,50,48,50,47,49,48,50,46,48,45,48,48,47,49,48,46,49,45,46,46,50,50,45,48,49,48
FI1D6,50,46,49,48,48,47,50,50,47,48,47,50,46,45,46,50,50,50,46,50,46,48,48,50,46,45,50,47,45,48,47,48,50,50,45,49
FI1D7,50,48,48,46,47,49,46,49,47,49,48,45,45,48,45,48,47,45,48,50,48,45,49,47,47,47,48,49,48,50,45,45,50,46,48,45
FI200,50,48,50,48,47,45,48,47,45,46,46,48,47,49,46,46,49,47,50,48,49,49,46,50,47,45,47,47,46,49,47,45,49,50,48,46
FIZZZ,48,46,49,45,47,47,50,46,46,48,49,50,47,48,46,49,48,45,50,45,45,47,46,50,49,46,47,45,50,50,50,50,46,49,48,47
SE110,45,45,46,49,47,50,49,45,46,48,48,45,48,50,50,47,48,50,48,48,50,50,49,49,47,49,45,49,46,48,50,50,50,48,50,46
SE121,50,47,45,46,45,50,50,50,50,47,49,50,50,47,46,49,48,47,46,48,50,47,46,45,49,47,48,48,50,50,48,47,50,49,48,48
SE122,46,45,48,46,48,47,48,46,50,47,48,49,46,49,49,50,47,49,46,50,45,48,49,50,47,47,45,50,48,46,49,46,49,49,47,49
SE123,49,49,45,50,45,48,45,49,45,45,45,49,48,50,48,48,45,46,50,49,47,47,46,46,48,47,49,48,48,45,47,47,45,49,45,45
SE124,45,49,47,48,49,50,50,49,50,47,48,46,48,45,45,47,45,50,49,46,45,48,49,50,47,45,49,49,45,48,50,49,45,46,45,49
SE125,49,48,50,49,45,46,47,46,46,46,48,49,45,47,47,48,45,47,45,48,50,47,47,46,48,49,48,48,49,46,45,46,50,50,49,49
SE211,49,47,50,48,46,49,46,48,50,48,45,50,48,49,49,45,49,48,48,49,48,49,49,48,49,45,49,49,46,49,47,50,49,45,50,48
SE212,49,49,50,50,48,50,46,49,48,48,46,50,50,50,50,49,48,49,49,48,48,48,50,49,48,45,49,46,50,46,46,50,49,49,46,50
SE213,46,49,45,47,46,48,48,48,45,45,48,45,48,48,45,46,47,49,50,47,46,48,47,49,45,46,46,47,49,49,50,49,47,47,49,48
SE214,50,46,45,46,48,46,49,47,45,46,45,50,45,48,48,50,50,47,47,45,48,46,49,45,49,46,47,50,49,49,45,47,47,50,46,46
SE221,45,47,45,46,49,49,50,50,48,50,47,47,50,48,47,46,50,46,46,48,45,45,48,48,50,47,48,45,45,46,48,45,45,47,46,45
SE224,45,46,47,50,46,47,49,46,46,46,46,49,47,45,47,45,50,47,48,45,47,50,45,49,46,49,48,50,46,45,50,47,49,47,47,49
SE231,46,45,48,50,48,48,46,47,49,49,48,49,45,49,50,49,48,50,50,49,45,47,47,48,49,49,50,45,48,47,49,49,50,48,48,48
SE232,50,50,45,50,48,46,50,48,49,48,47,47,46,46,45,47,47,45,45,46,47,50,46,46,45,49,50,48,48,47,45,47,46,45,47,49
SE311,47,47,45,47,46,46,49,48,48,50,46,46,46,50,50,50,50,50,49,50,50,50,47,49,46,47,45,50,47,49,49,46,46,48,48,49
SE312,50,46,49,47,49,46,49,50,48,47,45,48,47,45,46,48,50,49,49,46,45,45,45,45,48,45,47,46,47,46,45,49,45,50,48,49
SE313,50,45,50,50,48,48,49,47,45,47,45,49,49,48,47,48,47,50,48,50,47,49,49,46,46,47,45,49,50,45,48,49,50,46,48,50
SE321,48,46,45,50,50,49,48,50,46,45,47,45,47,47,46,50,46,46,45,45,45,50,48,49,46,45,45,45,45,45,47,49,46,48,49,47
SE322,50,49,49,49,46,45,48,47,46,45,50,50,45,49,49,46,45,48,49,48,49,48,48,47,45,49,47,45,49,46,49,45,48,46,47,46
SE331,50,46,49,47,45,47,48,50,49,45,50,46,47,49,48,48,49,45,49,49,49,49,45,48,45,50,50,45,50,48,49,49,47,50,48,47
SE332,49,47,49,46,45,47,49,46,48,48,49,50,47,49,48,49,47,49,49,46,49,47,49,45,48,47,47,48,45,48,47,47,50,47,49,50
SEZZZ,45,45,45,50,48,45,50,47,50,45,45,49,45,48,50,49,49,50,45,47,46,48,46,46,47,50,45,50,45,50,47,46,49,48,45,45
UKC11,50,47,48,46,47,47,48,45,47,50,45,49,46,46,50,49,47,48,49,48,46,46,45,49,50,45,45,49,46,50,46,50,45,45,48,49
UKC12,48,45,49,48,48,47,47,45,46,47,47,47,50,50,47,50,49,46,45,47,48,49,45,45,48,49,46,50,50,45,48,50,49,48,49,50
UKC13,46,46,46,47,49,46,46,46,47,46,49,48,49,46,45,47,49,50,46,49,45,45,45,49,48,48,48,46,48,48,49,47,48,50,47,49
UKC14,47,47,45,45,45,47,50,46,47,49,49,48,49,48,45,46,47,47,49,49,47,48,48,49,46,47,49,46,48,49,50,49,46,47,49,47
UKC21,50,45,48,46,46,50,47,47,46,45,45,50,45,48,48,50,45,48,48,45,45,47,47,46,46,48,47,50,49,47,46,45,47,49,47,50
UKC22,47,48,50,50,46,49,50,46,47,47,47,45,48,49,49,48,45,47,49,47,49,49,47,45,46,45,50,49,47,47,46,47,46,45,49,46
UKC23,45,49,46,50,45,50,46,45,47,49,46,45,45,50,48,47,45,45,46,48,48,48,47,45,47,50,48,48,45,47,50,45,45,49,48,45
UKD11,45,46,46,47,46,50,48,45,50,48,48,48,45,48,50,47,46,49,45,49,50,47,48,47,47,48,50,47,50,47,45,50,50,48,46,45
UKD12,45,50,45,48,46,47,48,46,49,47,50,47,46,47,50,48,46,48,50,47,49,45,47,45,45,46,50,46,45,47,50,49,47,50,49,49
UKD33,45,45,50,45,50,45,45,45,45,45,50,50,48,48,48,45,46,48,48,47,46,45,45,50,48,45,45,48,45,48,47,47,46,48,45,47
UKD34,47,47,47,48,45,47,48,45,48,47,48,50,48,49,48,49,47,47,48,48,45,50,47,48,50,46,45,47,50,45,46,49,47,47,47,48
UKD35,50,46,46,50,49,47,50,50,50,50,48,49,50,49,45,49,47,49,50,49,50,47,50,45,48,49,47,50,48,48,45,46,50,45,47,47
UKD36,50,45,50,48,49,46,48,49,47,49,49,49,49,49,48,50,48,49,49,50,50,46,47,50,47,47,46,46,50,48,50,48,47,50,45,50
UKD37,47,47,47,46,47,49,50,49,45,46,49,47,46,46,50,50,49,47,46,50,48,49,49,45,49,48,47,50,45,50,49,45,48,49,50,47
UKD41,45,49,50,47,48,50,47,47,47,50,50,46,48,47,48,50,50,46,50,46,47,48,46,46,46,49,48,45,48,47,47,49,50,45,50,47
UKD42,46,48,45,45,45,45,48,45,50,46,47,50,46,50,49,48,49,46,49,50,47,45,45,48,47,50,47,47,48,45,47,45,45,45,49,50
UKD44,47,49,49,50,47,47,45,45,45,48,45,47,50,47,47,48,48,48,48,48,45,49,50,50,50,50,45,46,46,48,49,48,47,45,45,49
UKD45,48,45,50,49,49,48,48,47,48,48,46,45,46,46,47,50,49,45,45,47,47,46,46,48,49,47,47,45,47,48,48,50,46,46,49,47
UKD46,46,49,45,46,45,47,50,50,45,46,45,47,49,46,50,49,49,50,46,46,45,46,48,50,48,48,46,48,46,46,48,46,49,50,49,50
UKD47,45,45,46,49,50,46,46,50,49,50,47,49,48,50,46,48,47,45,45,46,49,47,50,46,48,49,47,48,49,49,45,47,46,45,45,48
UKD61,45,48,48,50,47,45,49,47,46,50,46,46,50,46,45,46,45,49,45,49,48,46,46,49,46,46,49,48,48,48,47,50,50,50,48,46
UKD62,45,46,49,46,48,47,45,48,45,49,47,50,50,48,49,50,46,45,46,47,46,46,47,47,45,50,50,49,50,49,48,49,46,49,46,50
UKD63,45,48,50,50,50,48,48,48,46,46,48,49,48,46,48,49,50,46,45,50,50,48,47,46,50,46,45,47,49,50,50,50,45,50,45,45
UKD71,50,50,50,45,47,49,48,46,49,47,48,47,50,48,46,48,50,45,49,50,48,45,48,49,46,45,48,47,50,46,49,47,49,49,50,46
UKD72,48,50,49,49,47,50,47,50,49,49,45,48,50,48,45,47,50,49,46,49,47,48,48,47,50,47,48,45,46,48,46,49,46,50,49,46
UKD73,45,45,49,47,49,49,47,49,50,45,49,47,45,47,49,50,48,50,49,50,45,45,47,49,50,45,47,45,50,45,46,45,46,47,49,45
UKD74,47,48,45,45,50,48,45,49,50,48,48,45,47,47,50,46,50,46,49,48,49,47,50,50,46,49,48,50,48,50,45,49,50,48,49,48
UKE11,48,48,46,46,49,46,47,49,47,48,46,47,46,45,46,50,48,47,50,49,48,48,46,48,49,46,49,50,49,45,47,50,47,50,50,47
UKE12,47,45,45,46,49,48,50,48,47,45,45,45,50,47,46,46,45,46,47,46,45,47,50,45,50,47,49,50,49,48,45,45,47,47,48,45
UKE13,48,45,46,49,47,49,46,49,49,46,50,48,45,47,48,50,49,47,50,47,46,46,47,49,46,49,47,50,50,47,45,48,47,47,49,50
UKE21,46,47,46,45,49,50,48,48,49,47,46,49,47,49,47,50,47,46,45,47,49,50,45,45,48,47,46,48,45,45,47,47,47,49,50,48
UKE22,50,45,49,46,45,46,47,46,49,45,49,45,45,48,48,45,47,50,46,46,48,46,46,48,50,45,47,48,47,46,48,50,48,48,49,50
UKE31,47,46,48,47,48,45,48,50,47,46,49,45,50,48,45,48,49,50,47,49,49,48,46,46,45,46,50,45,47,47,49,48,48,49,50,47
UKE32,48,49,46,46,49,45,49,50,46,48,47,46,48,45,46,50,50,45,46,46,48,45,47,50,49,45,45,45,50,49,47,47,48,45,50,49
UKE41,49,49,46,46,46,47,50,47,48,49,46,46,45,46,50,46,48,47,45,47,50,50,49,47,45,50,48,45,48,50,49,48,47,49,47,45
UKE42,48,45,46,46,50,50,46,46,45,49,50,50,45,48,49,45,49,45,45,48,50,46,47,47,47,46,47,50,49,46,47,50,45,45,47,49
UKE44,47,48,50,46,48,50,47,46,46,46,45,50,47,48,46,50,46,50,48,45,50,50,47,50,49,46,49,50,50,48,50,48,49,45,48,50
UKE45,45,47,50,46,50,46,46,48,46,45,45,46,48,49,46,49,47,48,45,47,46,48,48,50,49,45,50,48,49,50,47,49,49,50,47,46
UKF11,45,47,45,48,45,45,47,47,46,50,47,45,50,48,45,48,45,45,48,50,45,46,47,50,45,50,49,49,49,48,50,46,46,45,50,45
UKF12,47,47,45,50,46,45,50,50,45,45,45,49,47,47,46,46,49,45,47,50,46,48,47,47,50,50,48,49,47,45,45,48,47,46,47,46
UKF13,46,45,47,45,48,46,47,45,45,47,48,49,50,49,48,47,48,45,46,50,48,48,48,50,50,47,50,45,48,45,47,49,46,47,49,46
UKF14,47,50,50,46,49,46,46,50,48,50,46,49,47,49,47,45,46,48,48,45,49,46,48,46,45,47,50,46,45,50,45,50,50,47,50,50
UKF15,47,48,46,48,45,47,48,46,50,45,47,48,45,49,45,50,45,47,46,48,48,50,46,49,47,45,45,50,50,49,45,45,48,45,48,46
UKF16,48,46,50,45,46,50,47,45,49,47,50,47,49,46,45,48,46,47,49,46,49,45,45,46,50,49,50,47,49,45,47,48,48,46,45,45
UKF21,50,46,49,50,48,49,49,47,49,45,45,48,49,48,48,47,47,48,45,48,45,50,46,47,48,47,48,50,46,48,50,46,49,49,46,45
UKF22,49,47,46,45,49,46,47,45,48,47,47,50,48,49,49,49,48,47,50,46,48,49,47,46,48,45,48,45,49,48,49,45,49,49,48,49
UKF24,50,45,50,49,50,45,48,49,50,48,45,50,47,48,49,48,50,47,49,45,50,47,48,46,48,47,50,46,46,48,50,48,49,46,48,46
UKF25,50,48,50,50,47,49,45,49,50,48,45,46,45,49,45,45,49,47,48,45,48,49,50,47,46,47,46,45,49,46,47,49,45,45,49,47
UKF30,50,48,48,45,45,46,47,48,50,48,47,46,49,47,47,48,49,48,48,50,50,47,50,49,47,47,47,48,49,50,47,45,45,47,50,47
UKG11,50,46,50,47,45,46,48,47,45,47,47,49,49,45,46,48,48,48,48,49,50,49,46,50,50,46,45,45,45,46,46,46,46,45,49,46
UKG12,48,50,46,45,49,46,48,50,45,48,47,48,48,45,45,45,46,47,45,46,47,50,49,50,46,50,48,50,47,47,49,45,45,50,45,50
UKG13,48,49,50,46,48,46,49,47,50,47,49,46,48,46,47,49,49,47,46,47,48,50,48,46,47,46,46,47,45,48,50,49,47,46,49,47
UKG21,48,49,47,46,48,46,48,47,45,49,49,48,49,48,46,47,49,50,46,49,46,45,46,50,45,46,46,46,49,49,48,45,45,48,45,48
UKG22,46,49,47,49,50,45,45,46,45,48,50,45,49,46,45,46,46,48,50,49,46,45,47,46,50,47,47,46,46,46,48,46,50,50,46,50
UKG23,48,46,50,49,48,45,50,48,50,46,46,50,46,50,46,46,45,50,48,50,46,49,50,47,47,50,48,47,46,48,49,48,45,45,50,47
UKG24,47,48,47,45,45,48,48,49,47,46,47,47,45,48,50,49,45,46,46,50,49,45,47,50,49,45,50,49,48,48,49,45,46,50,46,47
UKG31,45,49,48,49,46,49,50,50,50,48,50,49,45,45,46,45,46,48,49,48,45,45,49,50,50,48,50,47,48,49,46,46,47,47,49,48
UKG32,50,46,45,48,50,47,48,46,49,49,48,45,45,47,45,48,47,50,49,48,48,45,45,49,48,46,46,47,46,47,49,47,47,49,49,48
UKG33,46,48,45,48,48,46,48,47,47,49,49,49,48,49,50,47,48,46,48,47,45,45,49,50,48,49,49,49,46,48,46,46,49,45,47,50
UKG36,46,45,50,50,48,48,46,45,49,46,47,50,47,45,47,48,50,47,47,48,47,48,45,48,46,50,45,47,48,50,46,45,50,48,46,49
UKG37,48,45,47,49,47,48,49,48,46,50,46,46,45,45,45,45,45,47,50,47,50,50,48,47,45,45,50,47,46,47,49,47,46,46,48,46
UKG38,46,49,50,50,50,49,49,48,45,48,46,45,49,45,45,45,49,46,47,48,49,50,49,48,46,46,45,50,47,48,50,49,50,45,45,49
UKG39,47,48,48,46,49,47,48,49,46,45,49,45,49,48,49,47,50,48,47,49,47,49,46,47,46,46,50,45,47,46,45,46,47,45,47,49
UKH11,49,48,47,45,46,45,50,48,46,45,50,50,46,47,46,46,49,49,49,48,48,45,46,45,48,48,48,46,46,47,50,46,46,50,46,46
UKH12,49,45,48,46,49,48,50,46,46,48,49,48,48,46,47,47,50,47,46,45,45,45,46,47,47,46,49,46,49,50,48,50,49,48,49,48
UKH14,48,46,49,49,48,46,45,50,48,47,46,50,46,47,45,50,49,45,47,49,50,48,47,48,45,50,48,46,49,49,48,46,49,48,46,47
UKH15,49,46,48,48,46,47,49,46,49,46,48,50,50,50,48,49,48,48,48,50,47,49,48,45,48,48,45,48,50,49,45,48,47,48,46,46
UKH16,48,47,47,47,49,45,47,50,49,49,46,48,49,47,47,48,47,47,49,49,49,46,49,49,50,49,49,46,48,46,50,45,48,46,47,47
UKH17,45,50,45,50,46,48,45,47,48,45,49,48,47,50,46,45,50,47,47,45,49,48,45,46,47,46,50,49,46,49,50,48,46,47,48,46
UKH21,45,46,49,48,50,49,49,45,47,48,49,46,50,47,47,47,49,46,48,45,46,50,45,50,47,49,49,46,47,49,48,45,48,47,48,50
